,word,pos,iob
30694,-DOCSTART-,JJ,O
30695, ,NNP,O
30696,Dahvin,NNP,I-PER
30697,"""",NNP,I-PER
30698,DaHv,NNP,I-PER
30699,"""",NNP,I-PER
30700,Daniels,NNP,I-PER
30701,(,(,O
30702,born,VBN,O
30703,August,NNP,O
30704,23,CD,O
30705,",",",",O
30706,1993,CD,O
30707,),),O
30708,in,IN,O
30709,Danvers,NNP,I-LOC
30710,",",",",O
30711,Massachusetts,NNP,I-LOC
30712,is,VBZ,O
30713,an,DT,O
30714,American,JJ,I-MISC
30715,rapper,NN,O
30716,and,CC,O
30717,singer,NN,O
30718,.,.,O
30719, ,VB,O
30720,She,PRP,O
30721,originally,RB,O
30722,started,VBD,O
30723,her,PRP,O
30724,career,NN,O
30725,through,IN,O
30726,theatre,NN,O
30727,and,CC,O
30728,dance,NN,O
30729,and,CC,O
30730,later,RB,O
30731,headed,VBN,O
30732,towards,NNS,O
30733,a,DT,O
30734,career,NN,O
30735,in,IN,O
30736,rapping,VBG,O
30737,.,.,O
30738, ,JJ,O
30739,Radio,NNP,I-ORG
30740,Disney,NNP,I-ORG
30741,added,VBD,O
30742,DaHv,NNP,I-PER
30743,to,TO,O
30744,the,DT,O
30745,Radio,NNP,I-MISC
30746,Disney,NNP,I-MISC
30747,IncubaTor,NNP,I-MISC
30748, ,NNP,O
30749,-DOCSTART-,NNP,O
30750, ,NNP,O
30751,Dancemania,NNP,I-MISC
30752,is,VBZ,O
30753,a,DT,O
30754,series,NN,O
30755,of,IN,O
30756,remix,JJ,O
30757,compilation,NN,O
30758,albums,NNS,O
30759,by,IN,O
30760,i-DANCE,JJ,I-ORG
30761,(,(,O
30762,formerly,RB,O
30763,Intercord,NNP,I-ORG
30764,Japan,NNP,I-ORG
30765,",",",",O
30766,owned,VBN,O
30767,by,IN,O
30768,Toshiba-EMI,NNP,I-ORG
30769,),),O
30770,in,IN,O
30771,Japan,NNP,I-LOC
30772,.,.,O
30773, ,VB,O
30774,The,DT,O
30775,series,NN,O
30776,deals,NNS,O
30777,primarily,RB,O
30778,with,IN,O
30779,dance,NN,O
30780,music,NN,O
30781,",",",",O
30782,and,CC,O
30783,many,JJ,O
30784,of,IN,O
30785,the,DT,O
30786,albums,NNS,O
30787,are,VBP,O
30788,licensed,VBN,O
30789,for,IN,O
30790,use,NN,O
30791,in,IN,O
30792,Bemani,NNP,I-MISC
30793,games,NNS,O
30794,by,IN,O
30795,Konami,NNP,I-ORG
30796,",",",",O
30797,such,JJ,O
30798,as,IN,O
30799,Dance,NNP,I-MISC
30800,Dance,NNP,I-MISC
30801,Revolution,NNP,I-MISC
30802,or,CC,O
30803,Dance,NNP,I-MISC
30804,Maniax,NNP,I-MISC
30805,for,IN,O
30806,an,DT,O
30807,exchange,NN,O
30808,to,TO,O
30809,advertise,VB,O
30810,their,PRP$,O
30811,record,NN,O
30812,albums,NNS,O
30813,in,IN,O
30814,public,JJ,O
30815,for,IN,O
30816,free,JJ,O
30817,.,.,O
30818, ,JJ,O
30819,-DOCSTART-,JJ,O
30820, ,NNP,O
30821,Daniel,NNP,I-PER
30822,Near,NNP,I-PER
30823,(,(,O
30824,1825,CD,O
30825,--,:,O
30826,),),O
30827,was,VBD,O
30828,an,DT,O
30829,Ontario,NNP,I-LOC
30830,political,JJ,O
30831,figure,NN,O
30832,.,.,O
30833, ,NN,O
30834,He,PRP,O
30835,represented,VBD,O
30836,Welland,NNP,I-LOC
30837,in,IN,O
30838,the,DT,O
30839,Legislative,NNP,I-ORG
30840,Assembly,NNP,I-ORG
30841,of,IN,I-ORG
30842,Ontario,NNP,I-ORG
30843,from,IN,O
30844,1879,CD,O
30845,to,TO,O
30846,1883,CD,O
30847,as,IN,O
30848,a,DT,O
30849,Liberal,JJ,I-ORG
30850,member,NN,O
30851,.,.,O
30852, ,CC,O
30853,He,PRP,O
30854,was,VBD,O
30855,born,VBN,O
30856,in,IN,O
30857,Humberstone,NNP,I-LOC
30858,Township,NNP,I-LOC
30859,in,IN,O
30860,1825,CD,O
30861,",",",",O
30862,the,DT,O
30863,son,NN,O
30864,of,IN,O
30865,John,NNP,I-PER
30866,Near,NNP,I-PER
30867,",",",",O
30868,and,CC,O
30869,grew,VBD,O
30870,up,RB,O
30871,there,RB,O
30872,.,.,O
30873, ,CC,O
30874,He,PRP,O
30875,married,VBD,O
30876,Elizabeth,NNP,I-PER
30877,Cronmiller,NNP,I-PER
30878,in,IN,O
30879,1851,CD,O
30880,and,CC,O
30881,then,RB,O
30882,",",",",O
30883,in,IN,O
30884,1855,CD,O
30885,",",",",O
30886,Mary,NNP,I-PER
30887,Harwisch,NNP,I-PER
30888,",",",",O
30889,after,IN,O
30890,his,PRP$,O
30891,first,JJ,O
30892,wife,NN,O
30893,died,VBD,O
30894,.,.,O
30895, ,NN,O
30896,He,PRP,O
30897,served,VBD,O
30898,five,CD,O
30899,years,NNS,O
30900,as,IN,O
30901,reeve,NN,O
30902,of,IN,O
30903,Humberstone,NNP,I-PER
30904,and,CC,O
30905,was,VBD,O
30906,also,RB,O
30907,a,DT,O
30908,justice,NN,O
30909,of,IN,O
30910,the,DT,O
30911,peace,NN,O
30912,.,.,O
30913, ,CC,O
30914,-DOCSTART-,JJ,O
30915, ,NNP,O
30916,Daniel,NNP,I-PER
30917,Claudiu,NNP,I-PER
30918,Prodan,NNP,I-PER
30919,(,(,O
30920,born,JJ,O
30921,23,CD,O
30922,March,NNP,O
30923,1972,CD,O
30924,),),O
30925,is,VBZ,O
30926,a,DT,O
30927,retired,JJ,O
30928,Romanian,JJ,I-MISC
30929,soccer,NN,O
30930,defender,NN,O
30931,.,.,O
30932, ,CC,O
30933,He,PRP,O
30934,was,VBD,O
30935,born,VBN,O
30936,in,IN,O
30937,Satu,NNP,I-LOC
30938,Mare,NNP,I-LOC
30939,and,CC,O
30940,debuted,VBN,O
30941,in,IN,O
30942,Divizia,NNP,I-ORG
30943,A,NNP,I-ORG
30944,with,IN,O
30945,Steaua,NNP,I-ORG
30946,Bucureşti,NNP,I-ORG
30947,in,IN,O
30948,1992,CD,O
30949,.,.,O
30950, ,VB,O
30951,Prodan,NNP,I-PER
30952,won,VBD,O
30953,five,CD,O
30954,consecutive,JJ,O
30955,league,NN,O
30956,titles,NNS,O
30957,with,IN,O
30958,Steaua,NNP,I-ORG
30959,before,IN,O
30960,moving,VBG,O
30961,to,TO,O
30962,play,VB,O
30963,in,IN,O
30964,Spain,NNP,I-LOC
30965,.,.,O
30966, ,NN,O
30967,From,IN,O
30968,1998,CD,O
30969,to,TO,O
30970,2000,CD,O
30971,Prodan,NNP,I-PER
30972,played,VBD,O
30973,in,IN,O
30974,Scotland,NNP,I-LOC
30975,with,IN,O
30976,Rangers,NNPS,I-ORG
30977,but,CC,O
30978,made,VBD,O
30979,no,DT,O
30980,first,JJ,O
30981,team,NN,O
30982,appearances,NNS,O
30983,due,JJ,O
30984,to,TO,O
30985,a,DT,O
30986,serious,JJ,O
30987,knee,NN,O
30988,injury,NN,O
30989,.,.,O
30990, ,JJ,O
30991,Prodan,NNP,I-PER
30992,got,VBD,O
30993,54,CD,O
30994,caps,NNS,O
30995,for,IN,O
30996,the,DT,O
30997,national,JJ,O
30998,team,NN,O
30999,between,IN,O
31000,1992,CD,O
31001,and,CC,O
31002,1999,CD,O
31003,",",",",O
31004,and,CC,O
31005,was,VBD,O
31006,in,IN,O
31007,the,DT,O
31008,squad,NN,O
31009,for,IN,O
31010,the,DT,O
31011,1994,CD,O
31012,World,NNP,I-MISC
31013,Cup,NNP,I-MISC
31014,and,CC,O
31015,Euro,NNP,I-MISC
31016,1996,CD,I-MISC
31017,.,.,O
31018, ,CC,O
31019,He,PRP,O
31020,scored,VBD,O
31021,one,CD,O
31022,international,JJ,O
31023,goal,NN,O
31024,",",",",O
31025,against,IN,O
31026,Slovakia,NNP,I-LOC
31027,in,IN,O
31028,1994,CD,O
31029,.,.,O
31030, ,VB,O
31031,-DOCSTART-,JJ,O
31032, ,NNP,O
31033,Daniel,NNP,I-PER
31034,Segal,NNP,I-PER
31035,is,VBZ,O
31036,a,DT,O
31037,British,JJ,I-MISC
31038,mathematician,NN,O
31039,",",",",O
31040,currently,RB,O
31041,a,DT,O
31042,Professor,NNP,O
31043,of,IN,O
31044,Mathematics,NNP,O
31045,at,IN,O
31046,the,DT,O
31047,University,NNP,I-ORG
31048,of,IN,I-ORG
31049,Oxford,NNP,I-ORG
31050,.,.,O
31051, ,NN,O
31052,He,PRP,O
31053,specialises,VBZ,O
31054,in,IN,O
31055,algebra,NN,O
31056,and,CC,O
31057,group,NN,O
31058,theory,NN,O
31059,.,.,O
31060, ,CC,O
31061,He,PRP,O
31062,originally,RB,O
31063,studied,VBD,O
31064,at,IN,O
31065,the,DT,O
31066,University,NNP,I-ORG
31067,of,IN,I-ORG
31068,Cambridge,NNP,I-ORG
31069,",",",",O
31070,before,IN,O
31071,taking,VBG,O
31072,a,DT,O
31073,PhD,NN,O
31074,at,IN,O
31075,the,DT,O
31076,University,NNP,I-ORG
31077,of,IN,I-ORG
31078,London,NNP,I-ORG
31079,in,IN,O
31080,1972,CD,O
31081,",",",",O
31082,supervised,VBN,O
31083,by,IN,O
31084,Bertram,NNP,I-PER
31085,Wehrfritz,NNP,I-PER
31086,",",",",O
31087,with,IN,O
31088,a,DT,O
31089,dissertation,NN,O
31090,on,IN,O
31091,group,NN,O
31092,theory,NN,O
31093,.,.,O
31094, ,CC,O
31095,He,PRP,O
31096,is,VBZ,O
31097,currently,RB,O
31098,a,DT,O
31099,Fellow,NNP,O
31100,of,IN,O
31101,All,NNP,I-ORG
31102,Souls,NNP,I-ORG
31103,College,NNP,I-ORG
31104,at,IN,O
31105,Oxford,NNP,I-ORG
31106,",",",",O
31107,where,WRB,O
31108,he,PRP,O
31109,is,VBZ,O
31110,sub-warden,JJ,O
31111,.,.,O
31112, ,VB,O
31113,His,PRP$,O
31114,postgraduate,NN,O
31115,students,NNS,O
31116,have,VBP,O
31117,included,VBN,O
31118,Marcus,NNP,I-PER
31119,du,FW,I-PER
31120,Sautoy,NNP,I-PER
31121,and,CC,O
31122,Geoff,NNP,I-PER
31123,Smith,NNP,I-PER
31124,.,.,O
31125, ,CC,O
31126,-DOCSTART-,JJ,O
31127, ,NNP,O
31128,Darkness,NNP,I-MISC
31129,Death,NNP,I-MISC
31130,Doom,NNP,I-MISC
31131,is,VBZ,O
31132,the,DT,O
31133,sixth,JJ,O
31134,album,NN,O
31135,by,IN,O
31136,Runemagick,NNP,I-ORG
31137,.,.,O
31138, ,VB,O
31139,It,PRP,O
31140,was,VBD,O
31141,released,VBN,O
31142,in,IN,O
31143,2003,CD,O
31144,on,IN,O
31145,Aftermath,NNP,I-ORG
31146,Records,NNP,I-ORG
31147,.,.,O
31148, ,VB,O
31149,A,NNP,O
31150,limited,JJ,O
31151,edition,NN,O
31152,contains,VBZ,O
31153,a,DT,O
31154,bonus,NN,O
31155,CD,NN,O
31156,",",",",O
31157,titled,VBD,O
31158,The,DT,I-MISC
31159,Pentagram,NNP,I-MISC
31160,.,.,O
31161, ,VB,O
31162,-DOCSTART-,JJ,O
31163, ,NNP,O
31164,Dark,NNP,I-ORG
31165,Room,NNP,I-ORG
31166,Notes,NNS,I-ORG
31167,are,VBP,O
31168,a,DT,O
31169,four-piece,JJ,O
31170,electro,NN,O
31171,/,NNP,O
31172,synthpop,NN,O
31173,band,NN,O
31174,based,VBN,O
31175,in,IN,O
31176,Dublin,NNP,I-LOC
31177,",",",",O
31178,Ireland,NNP,I-LOC
31179,.,.,O
31180, ,VB,O
31181,The,DT,O
31182,three,CD,O
31183,founding,VBG,O
31184,members,NNS,O
31185,",",",",O
31186,Ronan,NNP,I-PER
31187,Gaughan,NNP,I-PER
31188,",",",",O
31189,Ruairi,NNP,I-PER
31190,Ferrie,NNP,I-PER
31191,and,CC,O
31192,former,JJ,O
31193,drummer,NN,O
31194,Ruairi,NNP,I-PER
31195,Cavanagh,NNP,I-PER
31196,originally,RB,O
31197,hail,VBP,O
31198,from,IN,O
31199,Galway,NNP,I-LOC
31200,.,.,O
31201, ,NN,O
31202,Later,NNP,O
31203,members,NNS,O
31204,Arran,NNP,I-PER
31205,Murphy,NNP,I-PER
31206,is,VBZ,O
31207,from,IN,O
31208,Wicklow,NNP,I-LOC
31209,",",",",O
31210,while,IN,O
31211,newest,JJS,O
31212,recruit,NN,O
31213,",",",",O
31214,Camera,NNP,I-PER
31215,Shanahan,NNP,I-PER
31216,",",",",O
31217,comes,VBZ,O
31218,from,IN,O
31219,Dublin,NNP,I-LOC
31220,.,.,O
31221, ,VB,O
31222,The,DT,O
31223,band,NN,O
31224,'s,POS,O
31225,music,NN,O
31226,has,VBZ,O
31227,been,VBN,O
31228,described,VBN,O
31229,as,IN,O
31230,electro,JJ,O
31231,/,NNP,O
31232,synthpop,NN,O
31233,with,IN,O
31234,a,DT,O
31235,slightly,RB,O
31236,sombre,JJ,O
31237,overtone,NN,O
31238,and,CC,O
31239,introverted,JJ,O
31240,lyrical,JJ,O
31241,sensibility,NN,O
31242,.,.,O
31243, ,VB,O
31244,According,VBG,O
31245,to,TO,O
31246,Village,NNP,I-ORG
31247,they,PRP,O
31248,"""",VBP,O
31249,seem,VBP,O
31250,to,TO,O
31251,gather,VB,O
31252,comparisons,NNS,O
31253,with,IN,O
31254,the,DT,O
31255,murkier,JJR,O
31256,side,NN,O
31257,of,IN,O
31258,electro,JJ,O
31259,pop,NN,O
31260,",",",",O
31261,usually,RB,O
31262,bands,VBZ,O
31263,like,IN,O
31264,New,NNP,I-ORG
31265,Order,NNP,I-ORG
31266,",",",",O
31267,Interpol,NNP,I-ORG
31268,or,CC,O
31269,Joy,NNP,I-ORG
31270,Division,NNP,I-ORG
31271,.,.,O
31272, ,NN,O
31273,While,IN,O
31274,the,DT,O
31275,comparisons,NNS,O
31276,have,VBP,O
31277,some,DT,O
31278,basis,NN,O
31279,",",",",O
31280,DRN,NNP,I-ORG
31281,are,VBP,O
31282,far,RB,O
31283,from,IN,O
31284,gloomy,JJ,O
31285,",",",",O
31286,just,RB,O
31287,a,DT,O
31288,bit,NN,O
31289,...,:,O
31290,cool.,NN,O
31291,..,NN,O
31292,But,CC,O
31293,this,DT,O
31294,cool,NN,O
31295,does,VBZ,O
31296,not,RB,O
31297,translate,VB,O
31298,into,IN,O
31299,pretension,NN,O
31300,",",",",O
31301,just,RB,O
31302,humorous,JJ,O
31303,and,CC,O
31304,knowledgeable,JJ,O
31305,asides,NNS,O
31306,to,TO,O
31307,their,PRP$,O
31308,favourite,JJ,O
31309,artists,NNS,O
31310,",",",",O
31311,photographers,NNS,O
31312,and,CC,O
31313,filmmakers,NNS,O
31314,"""",VBP,O
31315,.,.,O
31316, ,JJ,O
31317,Dark,NNP,I-ORG
31318,Room,NNP,I-ORG
31319,Notes,NNP,I-ORG
31320,formed,VBD,O
31321,in,IN,O
31322,Galway,NNP,I-LOC
31323,in,IN,O
31324,2004,CD,O
31325,",",",",O
31326,recruiting,VBG,O
31327,drummer,NN,O
31328,Shanahan,NNP,I-PER
31329,in,IN,O
31330,2006,CD,O
31331,.,.,O
31332, ,NN,O
31333,They,PRP,O
31334,performed,VBD,O
31335,their,PRP$,O
31336,first,JJ,O
31337,gig,NN,O
31338,in,IN,O
31339,Galway,NNP,I-LOC
31340,in,IN,O
31341,December,NNP,O
31342,2006,CD,O
31343,.,.,O
31344, ,NN,O
31345,With,IN,O
31346,the,DT,O
31347,release,NN,O
31348,of,IN,O
31349,their,PRP$,O
31350,debut,NN,O
31351,EP,NNP,O
31352,",",",",O
31353,Dead,NNP,I-MISC
31354,Start,NNP,I-MISC
31355,Program,NNP,I-MISC
31356,on,IN,O
31357,October,NNP,O
31358,12,CD,O
31359,2007,CD,O
31360,",",",",O
31361,the,DT,O
31362,band,NN,O
31363,embarked,VBD,O
31364,on,IN,O
31365,a,DT,O
31366,nationwide,JJ,O
31367,tour,NN,O
31368,which,WDT,O
31369,began,VBD,O
31370,with,IN,O
31371,gigs,NNS,O
31372,at,IN,O
31373,Cyprus,NNP,I-ORG
31374,Avenue,NNP,I-ORG
31375,in,IN,O
31376,Cork,NNP,I-LOC
31377,on,IN,O
31378,October,NNP,O
31379,9,CD,O
31380,",",",",O
31381,Spirit,NNP,I-ORG
31382,Store,NNP,I-ORG
31383,in,IN,O
31384,Dundalk,NNP,I-LOC
31385,on,IN,O
31386,October,NNP,O
31387,10,CD,O
31388,",",",",O
31389,Tower,JJR,I-ORG
31390,Records,NNP,I-ORG
31391,(,(,O
31392,2pm,CD,O
31393,),),O
31394,/,NN,O
31395,Crawdaddy,NNP,I-ORG
31396,in,IN,O
31397,Dublin,NNP,I-LOC
31398,on,IN,O
31399,Saturday,NNP,O
31400,October,NNP,O
31401,13,CD,O
31402,and,CC,O
31403,Roisin,NNP,I-ORG
31404,Dubh,NNP,I-ORG
31405,in,IN,O
31406,Galway,NNP,I-LOC
31407,on,IN,O
31408,Thursday,NNP,O
31409,October,NNP,O
31410,18,CD,O
31411,.,.,O
31412, ,VB,O
31413,The,DT,O
31414,band,NN,O
31415,were,VBD,O
31416,recently,RB,O
31417,selected,VBN,O
31418,to,TO,O
31419,play,VB,O
31420,on,IN,O
31421,the,DT,O
31422,6th,CD,O
31423,series,NN,O
31424,of,IN,O
31425,the,DT,O
31426,acclaimed,JJ,O
31427,RTÉ,NNP,I-ORG
31428,music,NN,O
31429,show,NN,O
31430,Other,JJ,I-MISC
31431,Voices,NNS,I-MISC
31432,.,.,O
31433, ,JJ,O
31434,Producers,NNPS,O
31435,already,RB,O
31436,working,VBG,O
31437,with,IN,O
31438,the,DT,O
31439,quartet,NN,O
31440,include,VBP,O
31441,Flood,NNP,I-PER
31442,and,CC,O
31443,Tom,NNP,I-PER
31444,Rixton,NNP,I-PER
31445,.,.,O
31446, ,CC,O
31447,Current,JJ,O
31448,members,NNS,O
31449, ,VBP,O
31450,Former,JJ,O
31451,members,NNS,O
31452, ,VBP,O
31453,-DOCSTART-,JJ,O
31454, ,NNP,O
31455,DATECS,NNP,I-ORG
31456,Ltd.,NNP,I-ORG
31457,",",",",O
31458,was,VBD,O
31459,founded,VBN,O
31460,in,IN,O
31461,1990,CD,O
31462,by,IN,O
31463,a,DT,O
31464,group,NN,O
31465,of,IN,O
31466,research,NN,O
31467,fellows,NNS,O
31468,from,IN,O
31469,the,DT,O
31470,Institute,NNP,I-ORG
31471,of,IN,I-ORG
31472,Applied,NNP,I-ORG
31473,Cybernetics,NNP,I-ORG
31474,at,IN,O
31475,the,DT,O
31476,Bulgarian,NNP,I-ORG
31477,Academy,NNP,I-ORG
31478,of,IN,I-ORG
31479,Sciences,NNPS,I-ORG
31480,.,.,O
31481, ,VB,O
31482,The,DT,O
31483,start,NN,O
31484,was,VBD,O
31485,given,VBN,O
31486,in,IN,O
31487,1990,CD,O
31488,with,IN,O
31489,the,DT,O
31490,first,JJ,O
31491,Cyrillic,NNP,I-MISC
31492,fonts,NNS,O
31493,in,IN,O
31494,the,DT,O
31495,PostScript,NNP,I-MISC
31496,format,NN,O
31497,",",",",O
31498,the,DT,O
31499,first,JJ,O
31500,Laser,NNP,O
31501,printer,NN,O
31502,with,IN,O
31503,in,IN,O
31504,-,:,O
31505,built,VBN,O
31506,Cyrillic,JJ,I-MISC
31507,fonts,NNS,O
31508,in,IN,O
31509,1991,CD,O
31510,and,CC,O
31511,the,DT,O
31512,first,JJ,O
31513,professional,JJ,O
31514,program,NN,O
31515,for,IN,O
31516,complete,JJ,O
31517,Cyrillic,NNP,I-MISC
31518,support,NN,O
31519,under,IN,O
31520,MS,NNP,I-ORG
31521,Windows,NNP,I-MISC
31522,-,:,O
31523,the,DT,O
31524,Flex,NNP,I-MISC
31525,Type,NNP,I-MISC
31526,-,:,O
31527,in,IN,O
31528,1992,CD,O
31529,.,.,O
31530, ,NN,O
31531,During,IN,O
31532,1996,CD,O
31533,",",",",O
31534,this,DT,O
31535,product,NN,O
31536,was,VBD,O
31537,accepted,VBN,O
31538,as,IN,O
31539,the,DT,O
31540,standard,NN,O
31541,for,IN,O
31542,the,DT,O
31543,communication,NN,O
31544,software,NN,O
31545,products,NNS,O
31546,",",",",O
31547,employed,VBN,O
31548,to,TO,O
31549,serve,VB,O
31550,the,DT,O
31551,Council,NNP,I-ORG
31552,for,IN,I-ORG
31553,European,NNP,I-ORG
31554,Security,NNP,I-ORG
31555,and,CC,I-ORG
31556,Cooperation,NNP,I-ORG
31557,.,.,O
31558, ,NN,O
31559,In,IN,O
31560,1997,CD,O
31561,",",",",O
31562,Microsoft,NNP,I-ORG
31563,purchased,VBD,O
31564,a,DT,O
31565,Datecs,NNP,I-ORG
31566,license,NN,O
31567,for,IN,O
31568,the,DT,O
31569,distribution,NN,O
31570,of,IN,O
31571,the,DT,O
31572,spelling,NN,O
31573,and,CC,O
31574,hyphenation,NN,O
31575,product,NN,O
31576,-,:,O
31577,Flex,NNP,I-MISC
31578,Word,NNP,I-MISC
31579,.,.,O
31580, ,NN,O
31581,In,IN,O
31582,cooperation,NN,O
31583,with,IN,O
31584,Samsung,NNP,I-ORG
31585,",",",",O
31586,Datecs,NNP,I-ORG
31587,embarked,VBD,O
31588,on,IN,O
31589,developing,VBG,O
31590,retail,JJ,O
31591,systems,NNS,O
31592,in,IN,O
31593,1994,CD,O
31594,.,.,O
31595, ,VB,O
31596,Two,CD,O
31597,",",",",O
31598,Samsung,NNP,I-ORG
31599,based,VBN,O
31600,",",",",O
31601,electronic,JJ,O
31602,cash,NN,O
31603,registers,NNS,O
31604,were,VBD,O
31605,reconstructed,VBN,O
31606,in,IN,O
31607,order,NN,O
31608,to,TO,O
31609,expand,VB,O
31610,their,PRP$,O
31611,functions,NNS,O
31612,and,CC,O
31613,adapt,VB,O
31614,them,PRP,O
31615,for,IN,O
31616,networking,VBG,O
31617,.,.,O
31618, ,VB,O
31619,The,DT,O
31620,company,NN,O
31621,produced,VBD,O
31622,its,PRP$,O
31623,first,JJ,O
31624,electronic,JJ,O
31625,cash,NN,O
31626,register,NN,O
31627,-,:,O
31628,the,DT,O
31629,Datecs,NNP,I-MISC
31630,MP500,NNP,I-MISC
31631,-,:,O
31632,in,IN,O
31633,1996,CD,O
31634,",",",",O
31635,followed,VBN,O
31636,by,IN,O
31637,the,DT,O
31638,model,NN,O
31639,with,IN,O
31640,the,DT,O
31641,thermal,JJ,O
31642,printer,NN,O
31643,",",",",O
31644,the,DT,O
31645,MP500T,NNP,I-MISC
31646,",",",",O
31647,a,DT,O
31648,year,NN,O
31649,later,RB,O
31650,.,.,O
31651, ,VB,O
31652,In,IN,O
31653,only,RB,O
31654,a,DT,O
31655,few,JJ,O
31656,years,NNS,O
31657,-,:,O
31658,and,CC,O
31659,100,CD,O
31660,000,CD,O
31661,devices,NNS,O
31662,sold,VBN,O
31663,in,IN,O
31664,11,CD,O
31665,countries,NNS,O
31666,around,IN,O
31667,the,DT,O
31668,World,NNP,O
31669,-,:,O
31670,Datecs,NN,I-ORG
31671,became,VBD,O
31672,the,DT,O
31673,best,JJS,O
31674,known,JJ,O
31675,brand,NN,O
31676,of,IN,O
31677,electronic,JJ,O
31678,cash,NN,O
31679,registers,NNS,O
31680,with,IN,O
31681,fiscal,JJ,O
31682,memory,NN,O
31683,in,IN,O
31684,Central,NNP,I-LOC
31685,and,CC,I-LOC
31686,Eastern,NNP,I-LOC
31687,Europe,NNP,I-LOC
31688,.,.,O
31689, ,NN,O
31690,During,IN,O
31691,the,DT,O
31692,next,JJ,O
31693,several,JJ,O
31694,years,NNS,O
31695,",",",",O
31696,the,DT,O
31697,range,NN,O
31698,of,IN,O
31699,company,NN,O
31700,products,NNS,O
31701,has,VBZ,O
31702,expanded,VBN,O
31703,with,IN,O
31704,electronic,JJ,O
31705,scales,NNS,O
31706,",",",",O
31707,working,VBG,O
31708,in,IN,O
31709,conjunction,NN,O
31710,with,IN,O
31711,a,DT,O
31712,cash,NN,O
31713,register,NN,O
31714,and,CC,O
31715,label,JJ,O
31716,printer,NN,O
31717,;,:,O
31718,POLE,NNP,O
31719,display,NN,O
31720,",",",",O
31721,fiscal,JJ,O
31722,",",",",O
31723,"""",JJ,O
31724,kitchen,NN,O
31725,"""",NNP,O
31726,",",",",O
31727,label,NN,O
31728,and,CC,O
31729,ESC,NNP,O
31730,/,NNP,O
31731,POS,NNP,O
31732,printers,NNS,O
31733,;,:,O
31734,a,DT,O
31735,portable,JJ,O
31736,cash,NN,O
31737,register,NN,O
31738,and,CC,O
31739,an,DT,O
31740,item,NN,O
31741,server,NN,O
31742,",",",",O
31743,plus,CC,O
31744,a,DT,O
31745,number,NN,O
31746,of,IN,O
31747,new,JJ,O
31748,program,NN,O
31749,products,NNS,O
31750,.,.,O
31751, ,JJ,O
31752,-DOCSTART-,JJ,O
31753, ,NN,O
31754,David,NNP,I-PER
31755,W.,NNP,I-PER
31756,Snoke,NNP,I-PER
31757,is,VBZ,O
31758,a,DT,O
31759,Physics,NN,O
31760,professor,NN,O
31761,at,IN,O
31762,the,DT,O
31763,University,NNP,I-ORG
31764,of,IN,I-ORG
31765,Pittsburgh,NNP,I-ORG
31766,in,IN,O
31767,the,DT,O
31768,Department,NNP,I-ORG
31769,of,IN,I-ORG
31770,Physics,NNP,I-ORG
31771,and,CC,I-ORG
31772,Astronomy,NNP,I-ORG
31773,.,.,O
31774, ,NN,O
31775,In,IN,O
31776,2006,CD,O
31777,he,PRP,O
31778,was,VBD,O
31779,elected,VBN,O
31780,a,DT,O
31781,Fellow,NNP,O
31782,of,IN,O
31783,the,DT,O
31784,American,JJ,I-ORG
31785,Physical,NNP,I-ORG
31786,Society,NNP,I-ORG
31787,"""",NNP,O
31788,[,NNP,O
31789,f]or,VBD,O
31790,his,PRP$,O
31791,pioneering,JJ,O
31792,work,NN,O
31793,on,IN,O
31794,the,DT,O
31795,experimental,JJ,O
31796,and,CC,O
31797,theoretical,JJ,O
31798,understanding,NN,O
31799,of,IN,O
31800,dynamical,JJ,O
31801,optical,JJ,O
31802,processes,NNS,O
31803,in,IN,O
31804,semiconductor,NN,O
31805,systems,NNS,O
31806,.,.,O
31807,"""",JJ,O
31808, ,NN,O
31809,In,IN,O
31810,2004,CD,O
31811,he,PRP,O
31812,co-wrote,VB,O
31813,a,DT,O
31814,controversial,JJ,O
31815,paper,NN,O
31816,with,IN,O
31817,prominent,JJ,O
31818,intelligent,JJ,O
31819,design,NN,O
31820,proponent,NN,O
31821,Michael,NNP,I-PER
31822,Behe,NNP,I-PER
31823,.,.,O
31824, ,NN,O
31825,Snoke,NNP,I-PER
31826,received,VBD,O
31827,his,PRP$,O
31828,PhD,NNP,O
31829,in,IN,O
31830,physics,NNS,O
31831,from,IN,O
31832,the,DT,O
31833,University,NNP,I-ORG
31834,of,IN,I-ORG
31835,Illinois,NNP,I-ORG
31836,at,IN,O
31837,Urbana-Champaign,NNP,I-LOC
31838,.,.,O
31839, ,NN,O
31840,He,PRP,O
31841,has,VBZ,O
31842,worked,VBN,O
31843,for,IN,O
31844,The,DT,I-ORG
31845,Aerospace,NNP,I-ORG
31846,Corporation,NNP,I-ORG
31847,and,CC,O
31848,was,VBD,O
31849,a,DT,O
31850,visiting,JJ,O
31851,scientist,NN,O
31852,and,CC,O
31853,Fellow,NNP,O
31854,at,IN,O
31855,the,DT,O
31856,Max,NNP,I-ORG
31857,Planck,NNP,I-ORG
31858,Institute,NNP,I-ORG
31859,.,.,O
31860, ,VB,O
31861,His,PRP$,O
31862,research,NN,O
31863,has,VBZ,O
31864,focused,VBN,O
31865,on,IN,O
31866,basic,JJ,O
31867,processes,NNS,O
31868,and,CC,O
31869,phase,NN,O
31870,transitions,NNS,O
31871,of,IN,O
